,施設名,経度,緯度,距離 (km),住所,収容人数,loc_name
35,大和田小学校,135.444973,34.705890000000004,0.9827824664881654,大阪府大阪市西淀川区大和田4-3-24,2000,国道2号_6
36,市立杭瀬小学校,135.438473,34.722971,0.6094577475857799,兵庫県尼崎市杭瀬北新町2丁目6-1,520,国道2号_7
37,市立浦風小学校,135.433501,34.719194,0.9051394989714564,兵庫県尼崎市杭瀬南新町4丁目1-34,700,国道2号_7
38,佃南小学校,135.435779,34.713417,0.9516341864121343,大阪府大阪市西淀川区佃5-12-12,5000,国道2号_7
39,市立長洲小学校,135.432835,34.721666,1.0022119186041842,兵庫県尼崎市長洲東通3丁目7-1,820,国道2号_7
40,県立尼崎小田高等学校,135.43364,34.724221,1.0482581390183239,兵庫県尼崎市長洲中通2丁目17-46,650,国道2号_7
41,県立尼崎工業高等学校,135.4343257,34.72645719,1.151141239037537,兵庫県尼崎市長洲中通1丁目13-1,440,国道2号_7
42,県立尼崎高等学校,135.425947,34.722083000000005,0.6887396180121031,兵庫県尼崎市北大物町18-1,730,国道2号_8
43,市立金楽寺小学校,135.42503,34.726693,1.062113706240161,兵庫県尼崎市金楽寺町2丁目3-1,770,国道2号_8
44,市立成良中学校,135.4214864,34.72186477,1.0702817819084511,兵庫県尼崎市西長洲町2丁目33-22,910,国道2号_8
45,市立城内高等学校,135.420003,34.716,0.4674110285554718,兵庫県尼崎市北城内47-1,840,国道2号_9
46,市立明城小学校,135.419947,34.714417,0.6345873961401952,兵庫県尼崎市南城内10-1,850,国道2号_9
47,市立中央地区会館,135.413081,34.718913,0.8211215001674728,兵庫県尼崎市西御園町93番地,240,国道2号_9
48,市立難波小学校,135.41017,34.724582,1.1994539512959093,兵庫県尼崎市東難波町4丁目3-40,950,国道2号_9
49,市立竹谷小学校,135.40586499999998,34.720915999999995,0.530972472238727,兵庫県尼崎市北竹谷町2丁目36,790,国道2号_10
50,市立尼崎工業高等学校,135.41303100000002,34.73062007,0.9315206580743292,兵庫県尼崎市東難波町2丁目17-64,200,国道2号_10
